Epoch,Loss,Cost,Advantage,Time
0,-443.7417907714844,26.326412200927734,4.377796173095703,8.295325756072998
1,-29.603816986083984,22.132802963256836,0.3006044030189514,16.503997087478638
2,145.05355834960938,20.64179229736328,-1.5635040998458862,24.753345251083374
3,304.18170166015625,18.648273468017578,-3.4960975646972656,32.56363248825073
4,401.58990478515625,17.32830238342285,-4.764157295227051,40.188374042510986
5,491.982177734375,16.11414337158203,-6.1433329582214355,48.38443732261658
6,523.240966796875,14.829570770263672,-7.152580261230469,55.97267770767212
7,585.64599609375,13.657097816467285,-8.472711563110352,63.33539700508118
8,598.9033813476562,12.623733520507812,-9.486669540405273,70.79087018966675
9,580.64306640625,12.384052276611328,-9.615804672241211,78.41435623168945
10,586.4408569335938,12.10023307800293,-9.959036827087402,85.80014753341675
11,579.7835693359375,11.79800796508789,-10.32304573059082,93.07162117958069
12,528.3359375,12.051977157592773,-9.811800003051758,100.26323556900024
13,536.9736328125,11.789899826049805,-10.163973808288574,107.64446926116943
14,535.9061889648438,11.808341979980469,-10.243350982666016,114.90079069137573
15,539.849609375,11.316459655761719,-10.445089340209961,122.17593193054199
16,534.4029541015625,11.182841300964355,-10.792217254638672,129.60344886779785
17,542.450927734375,11.121307373046875,-10.998950958251953,136.90816521644592
18,547.43408203125,10.676521301269531,-11.247472763061523,144.20021033287048
19,549.2492065429688,10.625320434570312,-11.264708518981934,151.53460597991943
20,573.73046875,10.609058380126953,-11.875004768371582,158.77494263648987
21,558.2054443359375,10.61812973022461,-11.289840698242188,166.14813995361328
22,571.3692626953125,10.694355010986328,-11.552964210510254,173.44069409370422
23,548.7540893554688,10.826072692871094,-11.07724380493164,180.854975938797
24,564.0531005859375,11.122518539428711,-11.338554382324219,188.56206846237183
25,511.9425964355469,11.40585708618164,-10.14411735534668,196.2017958164215
26,417.31036376953125,11.48170280456543,-8.384561538696289,203.7749786376953
27,324.0076904296875,11.79075813293457,-6.455379009246826,210.89078903198242
28,256.334716796875,11.625747680664062,-5.150428771972656,218.09692549705505
29,285.02679443359375,11.58529281616211,-5.708415985107422,224.83091521263123
30,285.9717102050781,11.690918922424316,-5.723859786987305,231.5453176498413
31,249.94000244140625,11.811471939086914,-5.011638641357422,237.99052572250366
32,268.1572265625,11.832450866699219,-5.4323625564575195,244.51135802268982
33,295.56524658203125,11.730592727661133,-5.811136245727539,251.1785614490509
34,254.05178833007812,11.73164176940918,-5.025911331176758,258.2156763076782
35,247.31072998046875,11.77379035949707,-4.907670497894287,264.8610224723816
36,291.7530822753906,11.399429321289062,-5.770366668701172,271.17219614982605
37,255.32894897460938,11.601615905761719,-5.061840057373047,277.8207437992096
38,290.79168701171875,11.239550590515137,-5.829631805419922,284.6968472003937
39,294.40972900390625,11.373268127441406,-5.893714904785156,291.1175956726074
40,301.908203125,11.086723327636719,-6.103207111358643,297.7331123352051
41,280.0547180175781,11.085573196411133,-5.682766914367676,304.4924740791321
